district,avg_enrollment,district_volatility,cv,spike_rate,error_mape,cluster,cluster_label,recommendation
Adilabad,51.9,33.47706368699991,0.6450301288315007,0.0,0.007871795436296439,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Allahabad,134.06060606060606,95.5366223608581,0.7126375537714287,0.09090909090909091,0.02337885101029485,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Alluri Sitharama Raju,15.413793103448276,8.629340487046465,0.5598453559465592,0.18181818181818182,0.009766168882553756,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Almora,15.6,11.699101055946196,0.7499423753330932,0.2727272727272727,0.007651428854143384,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Alwar,198.25,140.175069110024,0.7070621392651548,0.18181818181818182,0.01333985231505937,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ambala,32.61290322580645,34.12396754907498,1.0463333273876245,0.18181818181818182,0.006490047100999315,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ambedkar Nagar,84.66666666666667,59.23241651888489,0.6995954706872278,0.18181818181818182,0.02879625322057504,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Amethi,79.0,54.55095280206299,0.6905183898907907,0.18181818181818182,0.02410618764322486,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Amravati,64.25714285714285,47.90759663274761,0.7455606412272441,0.18181818181818182,0.017872102522518557,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Amreli,26.96875,21.944922809086712,0.813716720584862,0.45454545454545453,0.010889609724913108,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Amritsar,61.526315789473685,44.88106615905261,0.7294612976972967,0.09090909090909091,0.012194635211216042,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Amroha,68.06060606060606,46.2479319766972,0.6795110219094318,0.2727272727272727,0.0247766183697533,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Anakapalli,5.3076923076923075,2.724250073238223,0.513264506455427,0.36363636363636365,0.01251422899944951,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Anand,47.90909090909091,34.23664304911811,0.7146168378224639,0.45454545454545453,0.006510587628223347,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Ananthapuramu,93.60606060606061,72.28370294970514,0.7722117828795036,0.09090909090909091,0.006757524618269859,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Anantnag,36.32142857142857,27.798286080165248,0.7653412096589945,0.18181818181818182,0.010435311702030249,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Andamans,1.3636363636363635,0.504524979109513,0.3699849844089872,0.3333333333333333,0.007469563212497716,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Angul,32.41935483870968,20.529286711993326,0.6332416796538931,0.18181818181818182,0.00940544646673529,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Annamayya,10.96,6.092892033618628,0.5559208059363784,0.36363636363636365,0.009232807063414264,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Anuppur,29.344827586206897,27.331661208816005,0.9313962103744461,0.2727272727272727,0.03389228656914299,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Araria,164.30555555555554,145.8057062266562,0.8874058198018052,0.09090909090909091,0.019053038617407623,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ariyalur,27.266666666666666,21.151234305441328,0.7757176395354136,0.09090909090909091,0.009845966490625597,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Arvalli,14.666666666666666,11.975069889172868,0.8164820378424809,0.45454545454545453,0.010187957687443764,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Arwal,34.26470588235294,26.30394465581784,0.7676687710486746,0.18181818181818182,0.04604599269242915,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ashoknagar,41.857142857142854,37.224393375646486,0.8893199782365194,0.18181818181818182,0.03244810873538257,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Auraiya,34.28125,23.016451864951144,0.6714006013281238,0.18181818181818182,0.019895644872890694,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Aurangabad,147.72972972972974,93.48192001328049,0.6327901647398398,0.18181818181818182,0.012427778812386374,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Aurangabad(Bh),106.9090909090909,83.63513153736727,0.7823014004272404,0.18181818181818182,0.02684953861497187,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ayodhya,79.44444444444444,53.818979363069865,0.6774416982678766,0.18181818181818182,0.027518876138830216,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Azamgarh,190.0857142857143,91.79688942204429,0.4829236629722904,0.09090909090909091,0.02404057496400127,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bagalkot,66.45454545454545,53.6569490543227,0.8074233099708181,0.45454545454545453,0.007117580000404439,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Bageshwar,9.222222222222221,7.454133253712505,0.8082795093510606,0.0,0.015930695094106124,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Baghpat,66.68571428571428,45.84742691386124,0.687514970848792,0.09090909090909091,0.02756507194918072,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bahraich,227.05128205128204,119.08377164570209,0.5244796266698958,0.09090909090909091,0.02736270803830544,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Baksa,23.736842105263158,23.182803751017246,0.9766591380283174,0.0,0.00943903288207686,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Balaghat,62.93333333333333,59.076766734614814,0.9387198103868024,0.2727272727272727,0.017584313334516714,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Balangir,63.645161290322584,37.32697718549483,0.5864857033614591,0.18181818181818182,0.005737142008738741,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Balasore,85.25806451612904,52.928233009069594,0.6208003114876702,0.0,0.00799621722297287,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ballari,64.96875,48.96047410098832,0.7536003709511837,0.18181818181818182,0.0062055829372146655,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ballia,99.76470588235294,66.88663354423342,0.6704438503776949,0.18181818181818182,0.025069126102284987,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Balod,17.482758620689655,14.82425784616738,0.8479358530853331,0.2727272727272727,0.012126752123140015,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Baloda Bazar,45.125,38.06085958380426,0.8434539519769708,0.18181818181818182,0.012113616645601864,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Balrampur (Cg),46.40625,27.821851907239875,0.5995281218939335,0.18181818181818182,0.01023237001622435,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Balrampur (Up),86.31428571428572,58.7205602977413,0.6803110262817393,0.18181818181818182,0.028441072869078973,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Banaskantha,128.33333333333334,101.22958347947782,0.7888019491845898,0.2727272727272727,0.014621761458745981,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Banda,71.91428571428571,44.517921988242676,0.6190414261290533,0.18181818181818182,0.02541567737533177,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bandipore,20.423076923076923,12.080308197800507,0.5915028495808552,0.2727272727272727,0.010558002696849365,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Banka,100.44117647058823,83.54465007497328,0.8317768967850105,0.2727272727272727,0.019152588061924693,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bankura,105.72727272727273,86.41588132660885,0.8173471148613125,0.18181818181818182,0.011655046168699433,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Banswara,81.61290322580645,62.84832398685735,0.7700782780903974,0.18181818181818182,0.015244075488221272,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bapatla,4.925925925925926,3.8920621973637766,0.7901178895299908,0.36363636363636365,0.014338616236342113,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Barabanki,92.82857142857142,61.14807760639727,0.6587204420439672,0.18181818181818182,0.025580839167421317,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Baramula,29.5625,20.88051646252878,0.7063176815838466,0.6363636363636364,0.014738321719510604,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Baran,51.06060606060606,34.009134245393724,0.666054261172708,0.2727272727272727,0.013108038461692166,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bareilly,163.16216216216216,121.39890936575665,0.7440383711289493,0.18181818181818182,0.020241622597302205,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bargarh,66.21428571428571,42.39091197402361,0.6402079478180881,0.18181818181818182,0.009577278643152954,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Barmer,160.96969696969697,117.13173269029322,0.7276632490127379,0.18181818181818182,0.008927964441918505,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Barnala,13.096774193548388,10.22205080111839,0.7805014157893462,0.1,0.014934694693936889,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Barpeta,91.07894736842105,59.84682320316317,0.6570873394091971,0.0,0.005023499038751707,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Barwani,95.88235294117646,68.83214748668847,0.7178812927984662,0.2727272727272727,0.013584827219440121,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bastar,61.275862068965516,46.91854381472832,0.7656937369751919,0.5454545454545454,0.06236799608637524,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Basti,103.57575757575758,73.53656841286106,0.7099785715626055,0.18181818181818182,0.026831660886045716,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bathinda,34.0,21.945072496953657,0.6454433087149475,0.18181818181818182,0.00828459967890255,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Beed,70.78378378378379,58.4318858611057,0.8254981965751688,0.18181818181818182,0.016802613538099323,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Begusarai,122.42424242424242,95.6487814555909,0.7812895514873063,0.2727272727272727,0.01960426851977102,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Belagavi,137.5625,105.8035115887754,0.7691304795129943,0.18181818181818182,0.0071430169826536515,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bemetara,27.133333333333333,24.013980602303654,0.8850361401014233,0.18181818181818182,0.010085490068467309,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bengaluru,169.8,119.35631282745253,0.702922925952589,0.2727272727272727,0.01798121542691108,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bengaluru Rural,23.848484848484848,18.59959880636074,0.7799069384805177,0.36363636363636365,0.007497444011111812,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Bengaluru Urban,69.91666666666667,49.17163816673184,0.7032892228752593,0.18181818181818182,0.007373840000514697,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Betul,72.21212121212122,55.8249258708406,0.7730686335342964,0.2727272727272727,0.015582239062382309,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bhabua,1.0,0.1,0.0,0.3333333333333333,0.27464158462604715,3,Mixed / Moderate,Review specific districts for targeted actions.
Bhadohi,6.827586206896552,4.301735243872452,0.630052131586008,0.09090909090909091,0.06285706383577062,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Bhadradri Kothagudem,30.060606060606062,24.949873990086846,0.8299857274651979,0.0,0.006526966086976347,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Bhadrak,60.225806451612904,38.153819972508956,0.6335128115308724,0.0,0.006631371613264722,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bhagalpur,122.86842105263158,85.56115911317994,0.6963641135734366,0.2727272727272727,0.020410904439131208,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bhandara,17.517241379310345,12.001847148475498,0.685144817491969,0.2727272727272727,0.016723760108066463,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Bharatpur,146.54285714285714,109.09745855053121,0.7444747610143373,0.18181818181818182,0.011641158670252151,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bharuch,30.727272727272727,25.057774152038032,0.8154896913119762,0.5454545454545454,0.007302654878330781,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Bhavnagar,63.48571428571429,55.64877855462642,0.8765559178133416,0.18181818181818182,0.00641617847959465,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bhilwara,105.0,78.81701093115123,0.7506381993371485,0.09090909090909091,0.014734366447210101,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bhind,69.02631578947368,49.98350367985219,0.724122432255763,0.18181818181818182,0.01915440586315354,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bhiwani,38.9,32.074643546276384,0.8245409651787107,0.18181818181818182,0.00912094115239999,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bhojpur,131.0,98.61956287582186,0.752821090649382,0.18181818181818182,0.026279706373222043,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bhopal,101.5,75.94076639065476,0.7481848905409514,0.2727272727272727,0.014566592147314221,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bidar,46.0,36.17233058568386,0.7863550127151632,0.18181818181818182,0.007236820852361061,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bijapur,30.58823529411765,24.440549573569548,0.7990179668021135,0.45454545454545453,0.008119606795080501,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Bijnor,169.12121212121212,116.40252294724908,0.6882786699939987,0.18181818181818182,0.0203912494705938,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bikaner,106.88888888888889,76.3487403873185,0.7142813549682308,0.18181818181818182,0.013239698286815732,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bilaspur (Cg),79.0,65.01105675190952,0.8229247690010961,0.09090909090909091,0.008107034867933375,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bilaspur (Hp),12.035714285714286,8.600095360613171,0.7145479824248113,0.09090909090909091,0.011663326996075717,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Birbhum,150.97142857142856,111.72905402179437,0.7400675417745839,0.09090909090909091,0.016950491222273465,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bishnupur,11.606060606060606,8.249770428394484,0.7108157287560342,0.0,0.007647902322488015,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Biswanath,8.303030303030303,6.635533364417892,0.799170076640211,0.2727272727272727,0.009668956185821729,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Bokaro,57.41935483870968,40.22666958917379,0.7005768299116121,0.2727272727272727,0.006692997975534143,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bongaigaon,23.973684210526315,18.574156475125502,0.7747727179202281,0.0,0.007692456598017503,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Botad,10.285714285714286,7.658726046548779,0.7445983655642953,0.18181818181818182,0.011555145892863482,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Boudh,21.357142857142858,11.710123147387652,0.5483000804540165,0.0,0.00839108777408518,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Budaun,109.63888888888889,69.70146658747178,0.6357367106982766,0.18181818181818182,0.026015755704397046,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Budgam,26.586206896551722,19.49636823575705,0.7333264316675591,0.36363636363636365,0.012307452504417197,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Bulandshahr,139.8684210526316,93.98480931099094,0.6719515999608884,0.18181818181818182,0.020222280230309857,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Buldhana,74.39393939393939,46.450874180376964,0.6243905694223361,0.18181818181818182,0.01307583551249897,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Bundi,42.72727272727273,32.00124287359079,0.7489652587260853,0.18181818181818182,0.02994511538465242,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Burhanpur,37.484848484848484,24.132603998689735,0.6437962263019532,0.2727272727272727,0.03041230637885385,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Buxar,90.65625,68.49987491158815,0.7556001368999109,0.09090909090909091,0.03146193536117831,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Cachar,89.86486486486487,57.396361751789996,0.6386963563286009,0.09090909090909091,0.007905236348662874,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Central Delhi,21.513513513513512,15.310892313102574,0.7116872054754558,0.18181818181818182,0.010676724167525164,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Chamarajanagar,31.833333333333332,22.095534473693117,0.6941005593612257,0.09090909090909091,0.006226430437011144,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Chamba,20.071428571428573,15.446271446122575,0.7695651253912531,0.09090909090909091,0.010064595253252704,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Chamoli,12.37037037037037,9.450877648085827,0.7639931032266153,0.18181818181818182,0.010524214727860593,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Champawat,13.08,12.086218046463777,0.9240227863562503,0.0,0.011848634749299331,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Champhai,7.8,5.701784354707412,0.7309979940995402,0.0,0.005903291968302317,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Chandauli,62.36842105263158,47.42528750294343,0.7604054536215,0.09090909090909091,0.026739004184831563,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chandel,11.038461538461538,12.124292207731614,1.0983679350956947,0.0,0.008975075123799026,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Chandigarh,27.6875,20.825600715496545,0.7521661657695486,0.18181818181818182,0.00823027749944942,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chandrapur,39.09090909090909,26.196807577884893,0.6701508915101446,0.18181818181818182,0.012351179009180398,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Changlang,8.517241379310345,9.302920776582452,1.0922457590656516,0.0,0.028032487575541852,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Charaideo,9.466666666666667,6.836682666692777,0.7221847886588654,0.18181818181818182,0.01763519575235846,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Charkhi Dadri,8.32258064516129,6.886639706824577,0.8274644607981028,0.09090909090909091,0.011427498221293724,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Chatra,48.6764705882353,37.42120658553503,0.7687740325571316,0.18181818181818182,0.008272539438248796,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chengalpattu,11.833333333333334,6.988085097745544,0.5905424025764789,0.18181818181818182,0.011382531129574219,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Chennai,96.97058823529412,65.1480762264484,0.6718333611393398,0.09090909090909091,0.009874177995608647,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chhatarpur,103.24324324324324,84.06988012805029,0.814289414844956,0.2727272727272727,0.013174097169836113,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chhatrapati Sambhajinagar,15.67741935483871,18.689367916499464,1.1921201756677524,0.0,0.03728402715448149,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Chhindwara,89.4,80.92124736966225,0.905159366540907,0.18181818181818182,0.015160606199819003,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chhotaudepur,11.67741935483871,8.870877809905824,0.759660806860583,0.5454545454545454,0.007153664080448061,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Chikkaballapur,34.064516129032256,24.61156297877208,0.7224985343935011,0.2727272727272727,0.010003541537602105,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Chikkamagaluru,24.103448275862068,17.325342354041062,0.7187910275341143,0.2727272727272727,0.011364794877683838,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Chirang,13.15625,8.714501725433339,0.6623849291987424,0.2727272727272727,0.007881675138152982,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Chitradurga,44.87096774193548,30.909267149172667,0.6888477941071162,0.45454545454545453,0.005650634355556811,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Chitrakoot,61.774193548387096,43.68654230417673,0.7071972905522484,0.18181818181818182,0.02850898614103896,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chittoor,86.8125,59.97065814804501,0.6908067173201348,0.2727272727272727,0.008873916904501337,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chittorgarh,43.36363636363637,32.80607621102585,0.7565342522284327,0.09090909090909091,0.03769055396872936,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Chumukedima,2.0,0.7385489458759964,0.36927447275336095,0.16666666666666666,0.01320801897201925,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Churachandpur,24.470588235294116,13.486773080627636,0.5511421691377414,0.0,0.012931749956395887,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Churu,98.56756756756756,77.66614468370392,0.7879482734488321,0.18181818181818182,0.011844417562864524,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Coimbatore,98.32352941176471,69.93144720637417,0.7112381708024348,0.09090909090909091,0.009477375959181324,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Cooch Behar,168.11111111111111,106.51432573744053,0.6335947994919118,0.0,0.024362735264966687,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Cuddalore,90.15151515151516,59.881717374817974,0.6642341759149826,0.18181818181818182,0.005242047300139317,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Cuddapah,66.375,42.08420897630476,0.6340370467144364,0.2727272727272727,0.006040818454884347,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Cuttack,58.625,35.93609920131081,0.6129825023573191,0.2727272727272727,0.00611712380260068,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dadra And Nagar Haveli,10.129032258064516,7.251399568285059,0.7159025050784836,0.1,0.016048189953312537,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Dahod,79.94594594594595,66.05382735397025,0.8262311061752293,0.0,0.010205491542496187,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dakshin Bastar Dantewada,6.6923076923076925,6.1042230022778865,0.9121252760661482,0.6363636363636364,0.008634315508599798,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Dakshin Dinajpur,77.11428571428571,54.764614717991805,0.710174699927698,0.0,0.057155918983614745,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dakshina Kannada,69.96875,50.04480855096986,0.7152451422993067,0.18181818181818182,0.006440564599126172,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Daman,1.8,1.01418510567422,0.563436169505991,0.3333333333333333,0.009606467167444715,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Damoh,67.44827586206897,54.092900383702684,0.8019908543477096,0.2727272727272727,0.017845798858509097,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dantewada,3.35,2.5188761069384222,0.7519033152795579,0.6363636363636364,0.01807469586979414,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Darbhanga,151.4,113.32805062659257,0.7485340199857599,0.18181818181818182,0.01902851772287262,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Darjeeling,47.69444444444444,29.367444992658548,0.615741420916448,0.09090909090909091,0.06785273007762946,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Darrang,53.166666666666664,29.796931769179572,0.5604438577169742,0.2727272727272727,0.00825222143281948,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Datia,45.6,30.897606201217553,0.6775790833451749,0.2727272727272727,0.027809851923316996,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dausa,62.12903225806452,43.707926005461815,0.7035024434826104,0.18181818181818182,0.013046134436570954,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Davanagere,45.121212121212125,33.01018552636214,0.7315890680630008,0.6363636363636364,0.006083273442526399,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Debagarh,9.178571428571429,6.024970087084628,0.6564169743968479,0.2727272727272727,0.007365439273525614,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Dehradun,71.21621621621621,49.73157678708498,0.6983181560137786,0.09090909090909091,0.006713581642546631,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Deoghar,67.73529411764706,47.65616041676511,0.7035646783092021,0.2727272727272727,0.006437859595832215,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Deoria,93.1470588235294,52.61762140192613,0.5648876310850276,0.18181818181818182,0.027699100581810045,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
